order_date,order_id,product,product_id,category,purchase_address,quantity_ordered,price_each,cost_price,turnover,margin,order_time,period_of_day,city
2023-01-07,148937,bose soundsport headphones,1407718216516,Électronique,"978 Jackson St, Austin, TX 73301",1,99.99,49.995,99.99,49.995,193000,noche, Austin
2023-01-10,148938,34in ultrawide monitor,1966058138707,Vêtements,"654 Jefferson St, Austin, TX 73301",1,379.99,125.3967,379.99,254.5933,203700,noche, Austin
2023-01-07,148939,bose soundsport headphones,1405621971145,Électronique,"700 Hill St, New York City, NY 10001",1,99.99,49.995,99.99,49.995,205200,noche, New York City
2023-01-25,148940,usb-c charging cable,2207673167747,Sports,"136 2nd St, New York City, NY 10001",1,11.95,5.975,11.95,5.975,133900,mañana, New York City
2023-01-22,148941,bose soundsport headphones,7919343428713,Électronique,"283 Washington St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995,104000,noche, San Francisco
2023-01-31,148942,lightning charging cable,9637220196618,Électronique,"827 Church St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475,170100,mañana, Los Angeles
2023-01-06,148943,bose soundsport headphones,1481748340226,Vêtements,"828 Main St, Portland, OR 97035",1,99.99,49.995,99.99,49.995,223900,noche, Portland
2023-01-07,148944,iphone,8318720655492,Vêtements,"848 Spruce St, San Francisco, CA 94016",1,700,231,700,469,150100,mañana, San Francisco
2023-01-07,148944,lightning charging cable,2674261668209,Vêtements,"848 Spruce St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475,150100,mañana, San Francisco
2023-01-15,148945,google phone,9227120086847,Sports,"65 Hill St, San Francisco, CA 94016",1,600,198,600,402,145100,mañana, San Francisco
2023-01-23,148947,aaa batteries (4-pack),6286310726499,Électronique,"468 Pine St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495,73100,noche, Los Angeles
2023-01-01,148948,iphone,6591555868988,Alimentation,"926 Forest St, San Francisco, CA 94016",1,700,231,700,469,205300,noche, San Francisco
2023-01-01,148948,lightning charging cable,1450945777555,Vêtements,"926 Forest St, San Francisco, CA 94016",2,14.95,7.475,29.9,14.95,205300,noche, San Francisco
2023-01-26,148949,lightning charging cable,8658911002306,Électronique,"368 Sunset St, Boston, MA 02215",1,14.95,7.475,14.95,7.475,100500,noche, Boston
2023-01-08,148950,wired headphones,1524777819594,Électronique,"953 Dogwood St, Seattle, WA 98101",1,11.99,5.995,11.99,5.995,185000,tarde, Seattle
2023-01-30,148951,aa batteries (4-pack),1611847615061,Électronique,"450 12th St, New York City, NY 10001",1,3.84,1.92,3.84,1.92,214800,noche, New York City
2023-01-17,148952,27in fhd monitor,7689255575731,Vêtements,"74 West St, Dallas, TX 75001",1,149.99,97.4935,149.99,52.4965,211700,noche, Dallas
2023-01-31,148953,usb-c charging cable,5166744012331,Vêtements,"121 1st St, Boston, MA 02215",1,11.95,5.975,11.95,5.975,94800,noche, Boston
2023-01-23,148954,apple airpods headphones,4365673151781,Vêtements,"381 Park St, San Francisco, CA 94016",1,150,97.5,150,52.5,93600,noche, San Francisco
2023-01-13,148955,lightning charging cable,5580325999941,Vêtements,"858 Cherry St, New York City, NY 10001",1,14.95,7.475,14.95,7.475,200200,noche, New York City
2023-01-16,148956,usb-c charging cable,1630005520412,Vêtements,"127 14th St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975,212800,noche, Los Angeles
2023-01-25,148957,wired headphones,2994738940336,Vêtements,"89 South St, San Francisco, CA 94016",2,11.99,5.995,23.98,11.99,193100,noche, San Francisco
2023-01-26,148958,aaa batteries (4-pack),9939920646505,Électronique,"329 Washington St, Dallas, TX 75001",3,2.99,1.495,8.97,4.485,130200,mañana, Dallas
2023-01-27,148959,vareebadd phone,6035992375695,Sports,"915 River St, Boston, MA 02215",1,400,132,400,268,170300,mañana, Boston
2023-01-26,148960,google phone,1598656479975,Alimentation,"984 Hickory St, New York City, NY 10001",1,600,198,600,402,201000,noche, New York City
2023-01-26,148960,usb-c charging cable,5649598253517,Alimentation,"984 Hickory St, New York City, NY 10001",1,11.95,5.975,11.95,5.975,201000,noche, New York City
2023-01-10,148962,thinkpad laptop,8568950360949,Sports,"257 10th St, Los Angeles, CA 90001",1,999.99,329.99670000000003,999.99,669.9933,160400,mañana, Los Angeles
2023-01-02,148963,aaa batteries (4-pack),3590018612505,Sports,"502 Center St, Boston, MA 02215",1,2.99,1.495,2.99,1.495,173900,mañana, Boston
2023-01-02,148964,iphone,2020862895756,Alimentation,"150 Center St, Los Angeles, CA 90001",1,700,231,700,469,170400,mañana, Los Angeles
2023-01-26,148965,lightning charging cable,1152036284780,Sports,"235 Madison St, Seattle, WA 98101",1,14.95,7.475,14.95,7.475,194400,noche, Seattle
2023-01-27,148966,aa batteries (4-pack),7590910817686,Sports,"265 Lake St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92,171500,mañana, San Francisco
2023-01-23,148967,bose soundsport headphones,5115080163983,Vêtements,"507 Jefferson St, Portland, OR 97035",1,99.99,49.995,99.99,49.995,93600,noche, Portland
2023-01-12,148968,aa batteries (4-pack),3522325184103,Vêtements,"364 Main St, Boston, MA 02215",1,3.84,1.92,3.84,1.92,133900,mañana, Boston
2023-01-16,148969,macbook pro laptop,4782932256070,Alimentation,"817 Lakeview St, San Francisco, CA 94016",1,1700,561,1700,1139,110900,noche, San Francisco
2023-01-07,148970,27in fhd monitor,1352828839538,Électronique,"424 Sunset St, Seattle, WA 98101",1,149.99,97.4935,149.99,52.4965,170800,mañana, Seattle
2023-01-22,148971,bose soundsport headphones,2788538370540,Vêtements,"523 12th St, Dallas, TX 75001",1,99.99,49.995,99.99,49.995,232000,noche, Dallas
2023-01-22,148971,27in 4k gaming monitor,7891020151363,Électronique,"523 12th St, Dallas, TX 75001",1,389.99,128.69670000000002,389.99,261.2933,232000,noche, Dallas
2023-01-17,148972,aaa batteries (4-pack),4824143243803,Alimentation,"744 Madison St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495,205900,noche, Los Angeles
2023-01-24,148973,aaa batteries (4-pack),1221925462114,Alimentation,"881 Forest St, Portland, OR 97035",2,2.99,1.495,5.98,2.99,122600,mañana, Portland
2023-01-22,148974,27in fhd monitor,7420574264293,Vêtements,"971 Main St, San Francisco, CA 94016",1,149.99,97.4935,149.99,52.4965,100900,noche, San Francisco
2023-01-10,148975,thinkpad laptop,1670396812227,Électronique,"793 Forest St, Atlanta, GA 30301",1,999.99,329.99670000000003,999.99,669.9933,104300,noche, Atlanta
2023-01-07,148976,thinkpad laptop,6848474543265,Électronique,"449 River St, New York City, NY 10001",1,999.99,329.99670000000003,999.99,669.9933,133600,mañana, New York City
2023-01-07,148977,aa batteries (4-pack),8045882720105,Électronique,"531 Wilson St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92,123500,mañana, Los Angeles
2023-01-01,148978,usb-c charging cable,1508366479802,Électronique,"914 South St, Austin, TX 73301",1,11.95,5.975,11.95,5.975,101200,noche, Austin
2023-01-10,148979,wired headphones,4614534845208,Sports,"891 Johnson St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995,74300,noche, Los Angeles
2023-01-17,148980,aaa batteries (4-pack),5806095590969,Vêtements,"83 12th St, San Francisco, CA 94016",1,2.99,1.495,2.99,1.495,145500,mañana, San Francisco
2023-01-18,148981,lightning charging cable,7362672339077,Électronique,"724 Ridge St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475,212300,noche, San Francisco
2023-01-29,148982,aaa batteries (4-pack),8879509569242,Sports,"670 Elm St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495,225000,noche, Los Angeles
2023-01-08,148984,usb-c charging cable,8950358918958,Alimentation,"562 14th St, Boston, MA 02215",1,11.95,5.975,11.95,5.975,173600,mañana, Boston
2023-01-08,148984,usb-c charging cable,8447966351895,Électronique,"562 14th St, Boston, MA 02215",1,11.95,5.975,11.95,5.975,173600,mañana, Boston
2023-01-31,148985,apple airpods headphones,2828268482468,Alimentation,"349 Jefferson St, Atlanta, GA 30301",1,150,97.5,150,52.5,162800,mañana, Atlanta
2023-01-15,148986,lightning charging cable,4599509879893,Vêtements,"786 Lake St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475,225600,noche, Los Angeles
2023-01-20,148988,lg washing machine,8135228373309,Sports,"864 13th St, San Francisco, CA 94016",1,600,198,600,402,91400,noche, San Francisco
2023-01-30,148989,wired headphones,9233059606958,Vêtements,"905 Adams St, New York City, NY 10001",1,11.99,5.995,11.99,5.995,163600,mañana, New York City
2023-01-13,148990,wired headphones,1555086677652,Sports,"164 6th St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995,85700,noche, San Francisco
2023-01-29,148992,wired headphones,6550083553065,Alimentation,"20 Walnut St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995,180200,tarde, Los Angeles
2023-01-15,148993,apple airpods headphones,4614757092628,Électronique,"609 Walnut St, San Francisco, CA 94016",1,150,97.5,150,52.5,132200,mañana, San Francisco
2023-01-25,148994,27in fhd monitor,6952069795755,Sports,"354 Adams St, Austin, TX 73301",1,149.99,97.4935,149.99,52.4965,104200,noche, Austin
2023-01-28,148995,wired headphones,1007514409540,Vêtements,"139 2nd St, New York City, NY 10001",1,11.99,5.995,11.99,5.995,103900,noche, New York City
2023-01-29,148996,aaa batteries (4-pack),7026661728858,Vêtements,"672 4th St, San Francisco, CA 94016",1,2.99,1.495,2.99,1.495,200900,noche, San Francisco
2023-01-25,148997,thinkpad laptop,8554632442930,Vêtements,"655 Washington St, San Francisco, CA 94016",1,999.99,329.99670000000003,999.99,669.9933,203000,noche, San Francisco
2023-01-27,148998,aa batteries (4-pack),4444677050710,Sports,"237 Highland St, New York City, NY 10001",1,3.84,1.92,3.84,1.92,82200,noche, New York City
2023-01-25,148999,apple airpods headphones,5618815042886,Sports,"797 Jackson St, New York City, NY 10001",1,150,97.5,150,52.5,172300,mañana, New York City
2023-01-04,149000,usb-c charging cable,1037107074489,Sports,"320 9th St, San Francisco, CA 94016",2,11.95,5.975,23.9,11.95,212800,noche, San Francisco
2023-01-01,149001,thinkpad laptop,7214775216060,Sports,"43 Meadow St, Los Angeles, CA 90001",1,999.99,329.99670000000003,999.99,669.9933,184900,tarde, Los Angeles
2023-01-07,149002,usb-c charging cable,9914127086891,Électronique,"225 7th St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,171000,mañana, San Francisco
2023-01-25,149004,usb-c charging cable,1293517366025,Électronique,"872 Madison St, Boston, MA 02215",1,11.95,5.975,11.95,5.975,122100,mañana, Boston
2023-01-04,149005,lightning charging cable,6357718602176,Sports,"462 9th St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475,201300,noche, San Francisco
2023-01-19,149006,thinkpad laptop,6353210927012,Électronique,"125 Lakeview St, Atlanta, GA 30301",1,999.99,329.99670000000003,999.99,669.9933,121400,mañana, Atlanta
2023-01-05,149007,aa batteries (4-pack),5661257704749,Sports,"64 Hill St, Austin, TX 73301",1,3.84,1.92,3.84,1.92,124000,mañana, Austin
2023-01-11,149008,aaa batteries (4-pack),2447533167340,Sports,"837 Spruce St, San Francisco, CA 94016",1,2.99,1.495,2.99,1.495,210400,noche, San Francisco
2023-01-15,149009,aaa batteries (4-pack),8177914346789,Sports,"757 Main St, Austin, TX 73301",1,2.99,1.495,2.99,1.495,153500,mañana, Austin
2023-01-29,149010,aa batteries (4-pack),1945661576080,Électronique,"760 13th St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92,130300,mañana, San Francisco
2023-01-21,149011,27in 4k gaming monitor,1412934777731,Sports,"931 Wilson St, Portland, OR 97035",1,389.99,128.69670000000002,389.99,261.2933,214100,noche, Portland
2023-01-25,149012,usb-c charging cable,7670919694340,Sports,"284 Cherry St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,90000,noche, San Francisco
2023-01-16,149013,wired headphones,7029626667186,Électronique,"552 Chestnut St, Austin, TX 73301",1,11.99,5.995,11.99,5.995,212000,noche, Austin
2023-01-05,149014,aaa batteries (4-pack),1304050614837,Alimentation,"616 Center St, New York City, NY 10001",1,2.99,1.495,2.99,1.495,213000,noche, New York City
2023-01-25,149015,usb-c charging cable,8669020690844,Alimentation,"3 Lakeview St, Austin, TX 73301",1,11.95,5.975,11.95,5.975,163400,mañana, Austin
2023-01-05,149016,wired headphones,6145716548573,Sports,"719 Center St, Portland, OR 97035",1,11.99,5.995,11.99,5.995,75600,noche, Portland
2023-01-07,149017,wired headphones,8434377866112,Alimentation,"456 Park St, Austin, TX 73301",1,11.99,5.995,11.99,5.995,200800,noche, Austin
2023-01-29,149018,aa batteries (4-pack),7876429572166,Électronique,"319 Washington St, Boston, MA 02215",1,3.84,1.92,3.84,1.92,142300,mañana, Boston
2023-01-13,149019,macbook pro laptop,8797400523011,Sports,"518 5th St, Los Angeles, CA 90001",1,1700,561,1700,1139,84500,noche, Los Angeles
2023-01-16,149020,aa batteries (4-pack),7394659215986,Alimentation,"499 Wilson St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92,120900,mañana, San Francisco
2023-01-04,149021,lightning charging cable,7389519046842,Sports,"347 Johnson St, Atlanta, GA 30301",1,14.95,7.475,14.95,7.475,130800,mañana, Atlanta
2023-01-10,149022,bose soundsport headphones,4724090522613,Alimentation,"207 Willow St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995,164800,mañana, San Francisco
2023-01-18,149023,aaa batteries (4-pack),1088815180330,Sports,"257 4th St, Austin, TX 73301",1,2.99,1.495,2.99,1.495,202100,noche, Austin
2023-01-02,149024,usb-c charging cable,6998987357200,Alimentation,"395 Cedar St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,95700,noche, San Francisco
2023-01-19,149025,lightning charging cable,2381583446477,Vêtements,"599 Jefferson St, New York City, NY 10001",1,14.95,7.475,14.95,7.475,162100,mañana, New York City
2023-01-20,149026,wired headphones,1884230397394,Sports,"12 14th St, Dallas, TX 75001",2,11.99,5.995,23.98,11.99,223100,noche, Dallas
2023-01-24,149027,aaa batteries (4-pack),1054118387611,Sports,"809 Lake St, Portland, OR 97035",1,2.99,1.495,2.99,1.495,195900,noche, Portland
2023-01-29,149028,lightning charging cable,9523712493066,Électronique,"416 Main St, New York City, NY 10001",1,14.95,7.475,14.95,7.475,115800,noche, New York City
2023-01-27,149030,27in 4k gaming monitor,7385187883750,Alimentation,"476 6th St, San Francisco, CA 94016",1,389.99,128.69670000000002,389.99,261.2933,162400,mañana, San Francisco
2023-01-30,149031,bose soundsport headphones,3279944372212,Alimentation,"933 5th St, Atlanta, GA 30301",1,99.99,49.995,99.99,49.995,211800,noche, Atlanta
2023-01-11,149032,apple airpods headphones,5072461414336,Électronique,"797 West St, Los Angeles, CA 90001",1,150,97.5,150,52.5,111100,noche, Los Angeles
2023-01-18,149033,wired headphones,6823582184454,Électronique,"160 Jackson St, Seattle, WA 98101",1,11.99,5.995,11.99,5.995,221700,noche, Seattle
2023-01-10,149034,aaa batteries (4-pack),3916019395019,Alimentation,"395 8th St, Portland, OR 97035",1,2.99,1.495,2.99,1.495,185000,tarde, Portland
2023-01-13,149035,lightning charging cable,4481130852349,Alimentation,"906 Adams St, New York City, NY 10001",1,14.95,7.475,14.95,7.475,134500,mañana, New York City
2023-01-24,149036,aa batteries (4-pack),8362103575652,Électronique,"764 Meadow St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92,83900,noche, Los Angeles
2023-01-18,149037,34in ultrawide monitor,2666698703370,Électronique,"271 Washington St, Seattle, WA 98101",1,379.99,125.3967,379.99,254.5933,104100,noche, Seattle
2023-01-18,149038,aa batteries (4-pack),6943477380329,Vêtements,"47 9th St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92,121300,mañana, Los Angeles
2023-01-09,149039,google phone,6274806399174,Alimentation,"429 Highland St, Seattle, WA 98101",1,600,198,600,402,162700,mañana, Seattle
2023-01-26,149040,aa batteries (4-pack),9678781215538,Électronique,"193 Walnut St, Atlanta, GA 30301",1,3.84,1.92,3.84,1.92,171600,mañana, Atlanta
2023-01-29,149041,usb-c charging cable,2751965987510,Vêtements,"237 Washington St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,154200,mañana, San Francisco
2023-01-06,149042,27in 4k gaming monitor,2395731127941,Électronique,"701 River St, San Francisco, CA 94016",1,389.99,128.69670000000002,389.99,261.2933,114200,noche, San Francisco
2023-01-30,149043,aa batteries (4-pack),5497471728799,Alimentation,"163 Lakeview St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92,113000,noche, San Francisco
2023-01-24,149044,27in 4k gaming monitor,6112890771447,Électronique,"196 Main St, Portland, OR 97035",1,389.99,128.69670000000002,389.99,261.2933,112600,noche, Portland
2023-01-24,149044,lightning charging cable,1222711611386,Sports,"196 Main St, Portland, OR 97035",1,14.95,7.475,14.95,7.475,112600,noche, Portland
2023-01-21,149045,20in monitor,5853944851467,Électronique,"958 Lake St, Dallas, TX 75001",1,109.99,71.4935,109.99,38.4965,220400,noche, Dallas
2023-01-24,149046,bose soundsport headphones,6217263783325,Électronique,"694 10th St, Austin, TX 73301",1,99.99,49.995,99.99,49.995,213600,noche, Austin
2023-01-11,149047,lightning charging cable,9956668087661,Vêtements,"233 Chestnut St, Boston, MA 02215",1,14.95,7.475,14.95,7.475,111600,noche, Boston
2023-01-18,149049,bose soundsport headphones,4743094898029,Vêtements,"259 14th St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995,224700,noche, San Francisco
2023-01-21,149051,usb-c charging cable,1166102244497,Électronique,"358 Sunset St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975,174000,mañana, Los Angeles
2023-01-14,149052,apple airpods headphones,6247927253614,Alimentation,"530 1st St, Atlanta, GA 30301",1,150,97.5,150,52.5,84800,noche, Atlanta
2023-01-08,149053,thinkpad laptop,7712390144883,Alimentation,"741 Madison St, Seattle, WA 98101",1,999.99,329.99670000000003,999.99,669.9933,84600,noche, Seattle
2023-01-18,149054,aaa batteries (4-pack),8501782169181,Électronique,"499 1st St, San Francisco, CA 94016",2,2.99,1.495,5.98,2.99,185300,tarde, San Francisco
2023-01-07,149055,wired headphones,3946549495130,Électronique,"42 9th St, Boston, MA 02215",1,11.99,5.995,11.99,5.995,112600,noche, Boston
2023-01-11,149056,27in 4k gaming monitor,2955509510535,Alimentation,"902 North St, Dallas, TX 75001",1,389.99,128.69670000000002,389.99,261.2933,164600,mañana, Dallas
2023-01-03,149057,lightning charging cable,1204409819456,Vêtements,"478 12th St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475,101600,noche, San Francisco
2023-01-28,149058,wired headphones,4378875104578,Électronique,"470 7th St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995,112500,noche, San Francisco
2023-01-19,149059,lightning charging cable,4069524166943,Vêtements,"464 10th St, Portland, ME 04101",1,14.95,7.475,14.95,7.475,115500,noche, Portland
2023-01-07,149060,usb-c charging cable,3956183061702,Électronique,"119 Elm St, Austin, TX 73301",1,11.95,5.975,11.95,5.975,82700,noche, Austin
2023-01-21,149061,20in monitor,7722239365713,Alimentation,"917 Wilson St, San Francisco, CA 94016",1,109.99,71.4935,109.99,38.4965,82300,noche, San Francisco
2023-01-05,149062,google phone,5395660817743,Sports,"61 Lake St, Los Angeles, CA 90001",1,600,198,600,402,192200,noche, Los Angeles
2023-01-26,149063,34in ultrawide monitor,3818381265415,Vêtements,"951 12th St, Dallas, TX 75001",1,379.99,125.3967,379.99,254.5933,133900,mañana, Dallas
2023-01-04,149064,usb-c charging cable,4688989277259,Alimentation,"336 Elm St, New York City, NY 10001",1,11.95,5.975,11.95,5.975,201500,noche, New York City
2023-01-03,149065,apple airpods headphones,5944920596740,Vêtements,"217 9th St, San Francisco, CA 94016",1,150,97.5,150,52.5,153300,mañana, San Francisco
2023-01-04,149066,iphone,4657716286601,Sports,"800 Willow St, San Francisco, CA 94016",1,700,231,700,469,110900,noche, San Francisco
2023-01-21,149067,usb-c charging cable,4606341012475,Électronique,"932 Spruce St, Seattle, WA 98101",1,11.95,5.975,11.95,5.975,100200,noche, Seattle
2023-01-11,149068,wired headphones,9642219862584,Sports,"242 Ridge St, Portland, OR 97035",1,11.99,5.995,11.99,5.995,73000,noche, Portland
2023-01-20,149069,apple airpods headphones,4671783307810,Vêtements,"196 Dogwood St, Portland, OR 97035",1,150,97.5,150,52.5,91700,noche, Portland
2023-01-17,149070,google phone,9370168132943,Alimentation,"468 7th St, San Francisco, CA 94016",1,600,198,600,402,102700,noche, San Francisco
2023-01-13,149071,macbook pro laptop,3205723884193,Électronique,"941 West St, Los Angeles, CA 90001",1,1700,561,1700,1139,105300,noche, Los Angeles
2023-01-07,149072,macbook pro laptop,6207781579109,Alimentation,"589 2nd St, New York City, NY 10001",1,1700,561,1700,1139,135100,mañana, New York City
2023-01-13,149073,usb-c charging cable,5226820232089,Électronique,"655 Forest St, Portland, OR 97035",1,11.95,5.975,11.95,5.975,202000,noche, Portland
2023-01-28,149074,aa batteries (4-pack),4320530580803,Alimentation,"937 Forest St, Atlanta, GA 30301",1,3.84,1.92,3.84,1.92,121900,mañana, Atlanta
2023-01-20,149075,27in fhd monitor,5860790870263,Vêtements,"185 River St, Dallas, TX 75001",1,149.99,97.4935,149.99,52.4965,192800,noche, Dallas
2023-01-08,149076,aa batteries (4-pack),5845500755258,Alimentation,"247 Lincoln St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92,193900,noche, San Francisco
2023-01-10,149077,apple airpods headphones,2318416762324,Vêtements,"913 Meadow St, Dallas, TX 75001",1,150,97.5,150,52.5,142900,mañana, Dallas
2023-01-29,149078,aaa batteries (4-pack),7551941035339,Alimentation,"478 Hill St, New York City, NY 10001",2,2.99,1.495,5.98,2.99,152600,mañana, New York City
2023-01-22,149079,34in ultrawide monitor,8158156107280,Sports,"734 North St, Portland, OR 97035",1,379.99,125.3967,379.99,254.5933,133300,mañana, Portland
2023-01-29,149080,wired headphones,9892788128672,Alimentation,"80 Highland St, Seattle, WA 98101",1,11.99,5.995,11.99,5.995,93500,noche, Seattle
2023-01-30,149081,aa batteries (4-pack),8447766100832,Vêtements,"28 Adams St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92,115400,noche, Los Angeles
2023-01-30,149081,apple airpods headphones,2161582559654,Électronique,"28 Adams St, Los Angeles, CA 90001",1,150,97.5,150,52.5,115400,noche, Los Angeles
2023-01-09,149082,apple airpods headphones,9238445404676,Électronique,"220 Madison St, Los Angeles, CA 90001",1,150,97.5,150,52.5,170200,mañana, Los Angeles
2023-01-27,149083,vareebadd phone,3087656983942,Électronique,"887 8th St, New York City, NY 10001",1,400,132,400,268,130900,mañana, New York City
2023-01-17,149084,27in 4k gaming monitor,4950046373961,Alimentation,"449 4th St, Portland, OR 97035",1,389.99,128.69670000000002,389.99,261.2933,182000,tarde, Portland
2023-01-28,149085,bose soundsport headphones,5773948488318,Alimentation,"366 Pine St, Seattle, WA 98101",1,99.99,49.995,99.99,49.995,210900,noche, Seattle
2023-01-13,149086,aa batteries (4-pack),5864927505686,Sports,"713 West St, Dallas, TX 75001",4,3.84,1.92,15.36,7.68,72900,noche, Dallas
2023-01-16,149087,aaa batteries (4-pack),6441252699988,Sports,"227 Willow St, New York City, NY 10001",2,2.99,1.495,5.98,2.99,220200,noche, New York City
2023-01-27,149088,aaa batteries (4-pack),9131410048235,Vêtements,"311 Washington St, Austin, TX 73301",1,2.99,1.495,2.99,1.495,222500,noche, Austin
2023-01-24,149089,bose soundsport headphones,4949122175508,Vêtements,"266 6th St, Dallas, TX 75001",1,99.99,49.995,99.99,49.995,105400,noche, Dallas
2023-01-15,149090,usb-c charging cable,9733049438504,Vêtements,"571 1st St, New York City, NY 10001",1,11.95,5.975,11.95,5.975,204200,noche, New York City
2023-01-02,149091,apple airpods headphones,2391787151450,Sports,"653 Main St, San Francisco, CA 94016",1,150,97.5,150,52.5,223600,noche, San Francisco
2023-01-20,149092,usb-c charging cable,9693061520939,Alimentation,"718 Walnut St, New York City, NY 10001",1,11.95,5.975,11.95,5.975,74400,noche, New York City
2023-01-09,149093,macbook pro laptop,9974301031588,Alimentation,"829 River St, Boston, MA 02215",1,1700,561,1700,1139,210300,noche, Boston
2023-01-02,149094,vareebadd phone,4210207395139,Électronique,"682 Pine St, Seattle, WA 98101",1,400,132,400,268,230600,noche, Seattle
2023-01-22,149095,27in fhd monitor,4015262686624,Électronique,"220 Spruce St, Los Angeles, CA 90001",1,149.99,97.4935,149.99,52.4965,140800,mañana, Los Angeles
2023-01-08,149096,aa batteries (4-pack),3422874377882,Sports,"847 Chestnut St, New York City, NY 10001",1,3.84,1.92,3.84,1.92,205900,noche, New York City
2023-01-13,149097,usb-c charging cable,2556096777744,Sports,"773 Cherry St, Seattle, WA 98101",1,11.95,5.975,11.95,5.975,121200,mañana, Seattle
2023-01-18,149098,lightning charging cable,3848128928406,Alimentation,"797 8th St, Atlanta, GA 30301",1,14.95,7.475,14.95,7.475,194100,noche, Atlanta
2023-01-12,149099,apple airpods headphones,6986850564447,Alimentation,"500 4th St, Los Angeles, CA 90001",1,150,97.5,150,52.5,145000,mañana, Los Angeles
2023-01-22,149100,usb-c charging cable,2835902639591,Vêtements,"288 13th St, Austin, TX 73301",1,11.95,5.975,11.95,5.975,131800,mañana, Austin
2023-01-29,149101,34in ultrawide monitor,2508749669461,Sports,"198 Meadow St, Austin, TX 73301",1,379.99,125.3967,379.99,254.5933,202700,noche, Austin
2023-01-06,149102,usb-c charging cable,7929735663897,Alimentation,"3 7th St, Dallas, TX 75001",1,11.95,5.975,11.95,5.975,224800,noche, Dallas
2023-01-08,149103,apple airpods headphones,5656023608718,Sports,"975 Hickory St, New York City, NY 10001",1,150,97.5,150,52.5,75500,noche, New York City
2023-01-17,149104,usb-c charging cable,6979807609403,Électronique,"706 Center St, Atlanta, GA 30301",1,11.95,5.975,11.95,5.975,181500,tarde, Atlanta
2023-01-20,149105,bose soundsport headphones,2406244297353,Électronique,"697 Center St, Dallas, TX 75001",1,99.99,49.995,99.99,49.995,175400,mañana, Dallas
2023-01-03,149106,thinkpad laptop,3895256052938,Électronique,"653 Hill St, Austin, TX 73301",1,999.99,329.99670000000003,999.99,669.9933,95900,noche, Austin
2023-01-05,149107,iphone,6975485071143,Sports,"274 Cedar St, San Francisco, CA 94016",1,700,231,700,469,194500,noche, San Francisco
2023-01-28,149108,google phone,6042207269344,Alimentation,"267 Ridge St, San Francisco, CA 94016",1,600,198,600,402,131100,mañana, San Francisco
2023-01-19,149109,iphone,7838144878829,Sports,"60 6th St, Boston, MA 02215",1,700,231,700,469,113800,noche, Boston
2023-01-14,149110,bose soundsport headphones,2516741705007,Vêtements,"81 Church St, New York City, NY 10001",1,99.99,49.995,99.99,49.995,213200,noche, New York City
2023-01-29,149111,aaa batteries (4-pack),2101331605933,Alimentation,"567 Wilson St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495,225400,noche, Los Angeles
2023-01-21,149112,aa batteries (4-pack),1224698454498,Électronique,"516 Willow St, New York City, NY 10001",3,3.84,1.92,11.52,5.76,145000,mañana, New York City
2023-01-08,149113,macbook pro laptop,6870334823293,Sports,"122 Wilson St, San Francisco, CA 94016",1,1700,561,1700,1139,83900,noche, San Francisco
2023-01-07,149114,aaa batteries (4-pack),8213008468027,Vêtements,"648 Cherry St, New York City, NY 10001",1,2.99,1.495,2.99,1.495,174300,mañana, New York City
2023-01-21,149115,usb-c charging cable,8179253166575,Sports,"524 1st St, San Francisco, CA 94016",2,11.95,5.975,23.9,11.95,173400,mañana, San Francisco
2023-01-20,149116,usb-c charging cable,9675714413975,Alimentation,"77 Wilson St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,115800,noche, San Francisco
